matchup,ratio,ranged_count,melee_count,tape_mean,tape_min,tape_max,simulation_mean,simulation_min,simulation_max,mean_delta,absolute_mean_delta,tape_band_error,tape_band_coverage,wrong_winner_runs,unresolved_runs,archive,zip_sha256
Heavy Cav Archer vs Elite Battle Elephant,5v10,5,10,96,95.8125,96.3125,97,97,97,1,1,0.6875,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,10v5,10,5,75.125,74.125,76.375,81.625,81.625,81.625,6.5,6.5,5.25,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,15v20,15,20,92.3,91.5,93.25,,,,,,,0,0,5,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,20v15,20,15,82.90833333333333,80.875,86.125,82.33333333333333,82.33333333333333,82.33333333333333,-0.5750000000000028,0.5750000000000028,0,1,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,20v20,20,20,88.8375,87.875,89.46875,,,,,,,0,0,5,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Scorpion vs Champion,5v10,5,10,58.68571428571429,43.42857142857143,67.71428571428571,-74.33333333333333,-74.33333333333333,-74.33333333333333,-133.01904761904763,133.01904761904763,117.76190476190476,0,5,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,10v5,10,5,-90.33333333333334,-91.5,-87.16666666666667,-97.16666666666667,-97.16666666666667,-97.16666666666667,-6.833333333333329,6.833333333333329,5.666666666666671,0,0,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,15v20,15,20,28.2,23.857142857142858,35.285714285714285,,,,,,,0,0,5,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,20v15,20,15,-66.78333333333333,-80.08333333333333,-40.083333333333336,-98.58333333333333,-98.58333333333333,-98.58333333333333,-31.799999999999997,31.799999999999997,18.5,0,0,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,20v20,20,20,-53.5,-75.08333333333333,-32.166666666666664,-95,-95,-95,-41.5,41.5,19.91666666666667,0,0,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
