matchup,ratio,ranged_count,melee_count,tape_mean,tape_min,tape_max,simulation_mean,simulation_min,simulation_max,mean_delta,absolute_mean_delta,tape_band_error,tape_band_coverage,wrong_winner_runs,unresolved_runs,archive,zip_sha256
Elite Skirmisher vs Paladin,20v15,20,15,95.5111111111111,93.96296296296296,96.14814814814815,,,,,,,0,0,5,aoe2_golden_kiting_eliteskirmvspaladin_2026-08-06.zip,631C21349C4ECE89A9DB997C2AD8873CA98B04EC4DB89EACF9BAC65EEE589E1F
Elite Skirmisher vs Paladin,20v20,20,20,97.5111111111111,97,98.11111111111111,,,,,,,0,0,5,aoe2_golden_kiting_eliteskirmvspaladin_2026-08-06.zip,631C21349C4ECE89A9DB997C2AD8873CA98B04EC4DB89EACF9BAC65EEE589E1F
Heavy Cav Archer vs Elite Fire Lancer,5v10,5,10,71.48235294117646,63.05882352941177,78,79.29411764705883,79.29411764705883,79.29411764705883,7.811764705882368,7.811764705882368,1.294117647058826,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,10v5,10,5,-92.575,-95.875,-86.5,-76.875,-76.875,-76.875,15.700000000000003,15.700000000000003,9.625,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,15v20,15,20,37.30588235294117,25.176470588235293,49.11764705882353,43.588235294117645,43.588235294117645,43.588235294117645,6.282352941176477,6.282352941176477,0,1,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,20v15,20,15,-57.925,-63.3125,-49.0625,-65.0625,-65.0625,-65.0625,-7.137500000000003,7.137500000000003,1.75,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,20v20,20,20,-32.475,-55.625,17,-9.9375,-9.9375,-9.9375,22.5375,22.5375,0,1,1,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Scorpion vs Paladin,5v10,5,10,90.66666666666666,88.88888888888889,93.55555555555556,66.88888888888889,66.88888888888889,66.88888888888889,-23.77777777777777,23.77777777777777,22,0,0,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,10v5,10,5,55.28888888888889,50.666666666666664,60,-71.5,-71.5,-71.5,-126.78888888888889,126.78888888888889,122.16666666666666,0,5,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,15v20,15,20,76.71111111111111,66.66666666666667,85.55555555555556,-87.66666666666667,-87.66666666666667,-87.66666666666667,-164.3777777777778,164.3777777777778,154.33333333333334,0,5,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,20v15,20,15,62.16296296296296,55.55555555555556,71.25925925925925,-81.5,-81.5,-81.5,-143.66296296296295,143.66296296296295,137.05555555555554,0,5,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,20v20,20,20,68.11111111111111,56.333333333333336,78.11111111111111,,,,,,,0,0,5,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
