Civilization,Unit,HP,Attack,Range,Attack_Speed,Melee_Armor,Pierce_Armor,Movement_Speed,Cost_Food,Cost_Wood,Cost_Gold,Creation_Time,Upgrade_Cost,Civ_Bonuses,Has_Unit
Ethiopians,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,2400,-,Yes
Malians,Imperial Skirmisher,35,4,7.0,0.333,3,9,0.96,25,35,0,22,1900,-,Yes
Berbers,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,2400,-,Yes
Khmer,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,1850,-,Yes
Malay,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,2400,-,Yes
Burmese,Imperial Skirmisher,35,4,8.0,0.333,1,6,0.96,25,35,0,22,1050,-,Yes
Vietnamese,Imperial Skirmisher,42,4,8.0,0.333,3,9,0.96,25,35,0,22,2400,Archers +20% HP,Yes
Bulgarians,Imperial Skirmisher,35,4,8.0,0.333,2,7,0.96,25,35,0,22,1900,-,Yes
Tatars,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,2400,-,Yes
Cumans,Imperial Skirmisher,35,4,7.0,0.333,3,9,0.96,25,35,0,22,1900,-,Yes
Lithuanians,Imperial Skirmisher,35,4,8.0,0.333,3,9,1.06,25,35,0,22,2400,Skirms Pikes 10% faster,Yes
Burgundians,Imperial Skirmisher,35,4,8.0,0.333,2,7,0.96,25,35,0,22,1350,-,Yes
Sicilians,Imperial Skirmisher,35,4,8.0,0.333,2,7,0.96,25,35,0,22,1350,Bonus damage resistance,Yes
Poles,Imperial Skirmisher,35,4,8.0,0.333,2,7,0.96,25,35,0,22,1900,-,Yes
Bohemians,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,1850,-,Yes
Dravidians,Imperial Skirmisher,35,4,8.0,0.417,3,9,0.96,25,35,0,22,2400,Skirm and EA faster attack,Yes
Bengalis,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,1850,-,Yes
Gurjaras,Imperial Skirmisher,35,4,8.0,0.333,2,7,0.96,25,35,0,22,1900,-,Yes
Romans,Imperial Skirmisher,35,4,7.0,0.333,3,9,0.96,25,35,0,22,1350,-,Yes
Armenians,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,1850,-,Yes
Georgians,Imperial Skirmisher,35,4,8.0,0.333,2,7,0.96,25,35,0,22,1350,-,Yes
Shu,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,2400,-,Yes
Wu,Imperial Skirmisher,35,4,8.0,0.333,2,7,0.96,25,35,0,22,1350,-,Yes
Wei,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,2400,-,Yes
Jurchens,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,22,1850,No friendly damage,Yes
Khitans,Imperial Skirmisher,35,4,8.0,0.333,3,9,0.96,25,35,0,18,2400,Skirms Spear Scout train 25% faster,Yes
