id,my_civ,my_unit_slug,opp_civ,opp_unit_slug,scale,my_count,opp_count,my_cost_food,my_cost_wood,my_cost_gold,opp_cost_food,opp_cost_wood,opp_cost_gold,winner,end_reason,game_time_s,team1_hp_pct,team1_survivors,team1_food_lost,team1_wood_lost,team1_gold_lost,team1_food_gained,team1_wood_gained,team1_gold_gained,team1_value_lost,team2_hp_pct,team2_survivors,team2_food_lost,team2_wood_lost,team2_gold_lost,team2_food_gained,team2_wood_gained,team2_gold_gained,team2_value_lost,team1_start_count,team2_start_count,runs_count,score_stddev,dedup_group,sim_version
44744,Armenians,arbalester,Armenians,hussar,3k,42,37,0.0,25.0,45.0,80.0,0.0,0.0,1,eliminated,62.467,0.3857,21,0.0,645.0,1161.0,0.0,0.0,0.0,1806.0,0.0,0,2960.0,0.0,0.0,0.0,0.0,0.0,2960.0,42,37,1,,85df75e53d9e3707,3c9bdb5fd808b3ad
57673,Armenians,arbalester,Armenians,imp_elite_skirm,30v30,30,30,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,49.133,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.5714,28,321.429,450.0,0.0,0.0,0.0,0.0,771.429,30,30,1,,4a4c1fdf301972f5,3c9bdb5fd808b3ad
60585,Armenians,arbalester,Armenians,imp_elite_skirm,3k,42,50,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,55.7,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.7051,46,368.571,516.0,0.0,0.0,0.0,0.0,884.571,42,50,1,,f094840bc64c498c,3c9bdb5fd808b3ad
49342,Armenians,arbalester,Armenians,paladin,30v30,30,30,0.0,25.0,45.0,60.0,0.0,75.0,2,eliminated,42.833,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.6243,27,676.286,0.0,845.357,0.0,0.0,0.0,1521.643,30,30,1,,02de497dfb624fc2,3c9bdb5fd808b3ad
49210,Armenians,arbalester,Armenians,paladin,3k,42,22,0.0,25.0,45.0,60.0,0.0,75.0,1,eliminated,61.6,0.4476,24,0.0,580.0,1044.0,0.0,0.0,0.0,1624.0,0.0,0,1320.0,0.0,1650.0,0.0,0.0,0.0,2970.0,42,22,1,,bf93fb4782d98fdc,3c9bdb5fd808b3ad
61809,Armenians,arbalester,Armenians,warrior_priest_armenians,30v30,30,30,0.0,25.0,45.0,40.0,0.0,50.0,2,eliminated,119.6,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.4187,28,697.6,0.0,872.0,0.0,0.0,0.0,1569.6,30,30,1,,96ecbfd95069749f,3c9bdb5fd808b3ad
61873,Armenians,arbalester,Armenians,warrior_priest_armenians,3k,42,33,0.0,25.0,45.0,40.0,0.0,50.0,2,eliminated,123.067,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.3236,21,892.8,0.0,1116.0,0.0,0.0,0.0,2008.8,42,33,1,,ec01db3bd2e30e34,3c9bdb5fd808b3ad
59433,Armenians,arbalester,Aztecs,arbalester,30v30,30,30,0.0,25.0,45.0,0.0,25.0,45.0,1,eliminated,35.667,0.4533,25,0.0,410.0,738.0,0.0,0.0,0.0,1148.0,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,30,30,1,,3b2472b815b34630,3c9bdb5fd808b3ad
61649,Armenians,arbalester,Aztecs,arbalester,3k,42,42,0.0,25.0,45.0,0.0,25.0,45.0,1,eliminated,47.033,0.3679,24,0.0,663.75,1194.75,0.0,0.0,0.0,1858.5,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,42,42,1,,59176b2df1326ce2,3c9bdb5fd808b3ad
61393,Armenians,arbalester,Aztecs,champion,30v30,30,30,0.0,25.0,45.0,50.0,0.0,20.0,2,eliminated,110.4,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.1962,18,1205.714,0.0,482.286,0.0,0.0,0.0,1688.0,30,30,1,,8fe43918e5aa53ca,3c9bdb5fd808b3ad
63057,Armenians,arbalester,Aztecs,champion,3k,42,42,0.0,25.0,45.0,50.0,0.0,20.0,2,eliminated,116.633,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.1571,17,1770.0,0.0,708.0,0.0,0.0,0.0,2478.0,42,42,1,,60416234278c6830,3c9bdb5fd808b3ad
59945,Armenians,arbalester,Aztecs,elite_eagle,30v30,30,30,0.0,25.0,45.0,20.0,0.0,50.0,2,eliminated,36.633,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.7611,30,143.333,0.0,358.333,0.0,0.0,0.0,501.667,30,30,1,,6d5e26c2a1950763,3c9bdb5fd808b3ad
61361,Armenians,arbalester,Aztecs,elite_eagle,3k,42,42,0.0,25.0,45.0,20.0,0.0,50.0,2,eliminated,36.9,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.7706,42,192.667,0.0,481.667,0.0,0.0,0.0,674.333,42,42,1,,f1255842eaedd9ef,3c9bdb5fd808b3ad
61617,Armenians,arbalester,Aztecs,elite_jaguar_warrior_aztecs,30v30,30,30,0.0,25.0,45.0,60.0,0.0,30.0,2,eliminated,54.133,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.508,29,885.6,0.0,442.8,0.0,0.0,0.0,1328.4,30,30,1,,7c392a76156cbbf2,3c9bdb5fd808b3ad
62417,Armenians,arbalester,Aztecs,elite_jaguar_warrior_aztecs,3k,42,33,0.0,25.0,45.0,60.0,0.0,30.0,2,eliminated,86.967,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.3038,20,1378.4,0.0,689.2,0.0,0.0,0.0,2067.6,42,33,1,,8c1449eb32157175,3c9bdb5fd808b3ad
59657,Armenians,arbalester,Aztecs,halberdier,30v30,30,30,0.0,25.0,45.0,35.0,25.0,0.0,1,eliminated,30.967,0.9625,30,0.0,28.125,50.625,0.0,0.0,0.0,78.75,0.0,0,1050.0,750.0,0.0,0.0,0.0,0.0,1800.0,30,30,1,,8bbb04673c2b8393,3c9bdb5fd808b3ad
60521,Armenians,arbalester,Aztecs,halberdier,3k,42,50,0.0,25.0,45.0,35.0,25.0,0.0,1,eliminated,37.5,0.8429,39,0.0,165.0,297.0,0.0,0.0,0.0,462.0,0.0,0,1750.0,1250.0,0.0,0.0,0.0,0.0,3000.0,42,50,1,,5908f79c9491c994,3c9bdb5fd808b3ad
59977,Armenians,arbalester,Aztecs,heavy_scorpion,30v30,30,30,0.0,25.0,45.0,0.0,75.0,75.0,2,eliminated,37.433,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.7133,28,0.0,645.0,645.0,0.0,0.0,0.0,1290.0,30,30,1,,63907ce66988494d,3c9bdb5fd808b3ad
66001,Armenians,arbalester,Aztecs,heavy_scorpion,3k,42,20,0.0,25.0,45.0,0.0,75.0,75.0,2,eliminated,76.944,0.0065,1,0.0,1043.125,1877.625,0.0,0.0,0.0,2920.75,0.0767,3,0.0,1385.0,1385.0,0.0,0.0,0.0,2770.0,42,20,3,9.555,0b250e25e4aae8b5,3c9bdb5fd808b3ad
60553,Armenians,arbalester,Aztecs,imp_elite_skirm,30v30,30,30,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,44.667,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.4676,25,399.286,559.0,0.0,0.0,0.0,0.0,958.286,30,30,1,,90ad16fa8c4fb3d4,3c9bdb5fd808b3ad
62513,Armenians,arbalester,Aztecs,imp_elite_skirm,3k,42,50,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,60.433,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.4457,32,692.857,970.0,0.0,0.0,0.0,0.0,1662.857,42,50,1,,bf14b805e0090716,3c9bdb5fd808b3ad
56330,Armenians,arbalester,Bengalis,arbalester,30v30,30,30,0.0,25.0,45.0,0.0,25.0,45.0,1,eliminated,50.467,0.1483,7,0.0,638.75,1149.75,0.0,0.0,0.0,1788.5,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,30,30,1,,493b9e74677f0dcc,3c9bdb5fd808b3ad
59690,Armenians,arbalester,Bengalis,arbalester,3k,42,42,0.0,25.0,45.0,0.0,25.0,45.0,1,eliminated,69.133,0.1048,11,0.0,940.0,1692.0,0.0,0.0,0.0,2632.0,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,42,42,1,,64b024ab063c357b,3c9bdb5fd808b3ad
61841,Armenians,arbalester,Bengalis,champion,30v30,30,30,0.0,25.0,45.0,50.0,0.0,20.0,1,eliminated,58.4,0.25,9,0.0,562.5,1012.5,0.0,0.0,0.0,1575.0,0.0,0,1500.0,0.0,600.0,0.0,0.0,0.0,2100.0,30,30,1,,0fa2b9817a6c466d,3c9bdb5fd808b3ad
62385,Armenians,arbalester,Bengalis,champion,3k,42,42,0.0,25.0,45.0,50.0,0.0,20.0,1,eliminated,81.433,0.119,8,0.0,925.0,1665.0,0.0,0.0,0.0,2590.0,0.0,0,2100.0,0.0,840.0,0.0,0.0,0.0,2940.0,42,42,1,,5f7717662dee93da,3c9bdb5fd808b3ad
61905,Armenians,arbalester,Bengalis,elite_ele_archer,30v30,30,30,0.0,25.0,45.0,60.0,0.0,80.0,2,eliminated,49.567,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.9058,30,169.6,0.0,226.133,0.0,0.0,0.0,395.733,30,30,1,,56d5cae76d07c383,3c9bdb5fd808b3ad
63025,Armenians,arbalester,Bengalis,elite_ele_archer,3k,42,21,0.0,25.0,45.0,60.0,0.0,80.0,2,eliminated,71.267,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.7676,20,292.8,0.0,390.4,0.0,0.0,0.0,683.2,42,21,1,,b693c18a5430a163,3c9bdb5fd808b3ad
65105,Armenians,arbalester,Bengalis,elite_elephant,30v30,30,30,0.0,25.0,45.0,100.0,0.0,70.0,2,eliminated,144.0,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.825,30,525.0,0.0,367.5,0.0,0.0,0.0,892.5,30,30,1,,9d2512a4560b40c1,3c9bdb5fd808b3ad
65169,Armenians,arbalester,Bengalis,elite_elephant,3k,42,17,0.0,25.0,45.0,100.0,0.0,70.0,2,eliminated,135.833,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.6197,16,646.562,0.0,452.594,0.0,0.0,0.0,1099.156,42,17,1,,7a2af51f7d976b49,3c9bdb5fd808b3ad
62481,Armenians,arbalester,Bengalis,elite_ratha_(melee)_bengalis,30v30,30,30,0.0,25.0,45.0,0.0,60.0,60.0,2,eliminated,70.033,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.4756,25,0.0,944.0,944.0,0.0,0.0,0.0,1888.0,30,30,1,,1252fc5f326ce1c7,3c9bdb5fd808b3ad
62449,Armenians,arbalester,Bengalis,elite_ratha_(melee)_bengalis,3k,42,25,0.0,25.0,45.0,0.0,60.0,60.0,1,eliminated,85.867,0.0548,5,0.0,992.5,1786.5,0.0,0.0,0.0,2779.0,0.0,0,0.0,1500.0,1500.0,0.0,0.0,0.0,3000.0,42,25,1,,db998c93baaff550,3c9bdb5fd808b3ad
62321,Armenians,arbalester,Bengalis,elite_ratha_(ranged)_bengalis,30v30,30,30,0.0,25.0,45.0,0.0,60.0,60.0,2,eliminated,43.933,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.8681,30,0.0,237.333,237.333,0.0,0.0,0.0,474.667,30,30,1,,df040f5332057b0c,3c9bdb5fd808b3ad
62353,Armenians,arbalester,Bengalis,elite_ratha_(ranged)_bengalis,3k,42,25,0.0,25.0,45.0,0.0,60.0,60.0,2,eliminated,66.567,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.7218,23,0.0,417.333,417.333,0.0,0.0,0.0,834.667,42,25,1,,605cd2472f1c12cb,3c9bdb5fd808b3ad
61425,Armenians,arbalester,Bengalis,halberdier,30v30,30,30,0.0,25.0,45.0,35.0,25.0,0.0,1,eliminated,30.667,0.9942,30,0.0,4.375,7.875,0.0,0.0,0.0,12.25,0.0,0,1050.0,750.0,0.0,0.0,0.0,0.0,1800.0,30,30,1,,d58cf304690c641c,3c9bdb5fd808b3ad
61937,Armenians,arbalester,Bengalis,halberdier,3k,42,50,0.0,25.0,45.0,35.0,25.0,0.0,1,eliminated,36.867,0.9458,42,0.0,56.875,102.375,0.0,0.0,0.0,159.25,0.0,0,1750.0,1250.0,0.0,0.0,0.0,0.0,3000.0,42,50,1,,134e7c93763a7fd2,3c9bdb5fd808b3ad
56683,Armenians,arbalester,Bengalis,heavy_scorpion,30v30,30,30,0.0,25.0,45.0,0.0,75.0,75.0,2,eliminated,31.133,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.8844,30,0.0,260.0,260.0,0.0,0.0,0.0,520.0,30,30,1,,be63113589d57a8f,3c9bdb5fd808b3ad
58443,Armenians,arbalester,Bengalis,heavy_scorpion,3k,42,20,0.0,25.0,45.0,0.0,75.0,75.0,2,eliminated,57.6,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.6067,16,0.0,590.0,590.0,0.0,0.0,0.0,1180.0,42,20,1,,b0e9588af764a929,3c9bdb5fd808b3ad
63601,Armenians,arbalester,Bengalis,hussar,30v30,30,30,0.0,25.0,45.0,80.0,0.0,0.0,2,eliminated,77.967,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.39,19,1464.0,0.0,0.0,0.0,0.0,0.0,1464.0,30,30,1,,bdd9f2c9c0dafc36,3c9bdb5fd808b3ad
62865,Armenians,arbalester,Bengalis,hussar,3k,42,37,0.0,25.0,45.0,80.0,0.0,0.0,1,eliminated,78.1,0.2952,16,0.0,740.0,1332.0,0.0,0.0,0.0,2072.0,0.0,0,2960.0,0.0,0.0,0.0,0.0,0.0,2960.0,42,37,1,,f197018b241c1314,3c9bdb5fd808b3ad
57675,Armenians,arbalester,Bengalis,imp_elite_skirm,30v30,30,30,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,49.133,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.5714,28,321.429,450.0,0.0,0.0,0.0,0.0,771.429,30,30,1,,4a4c1fdf301972f5,3c9bdb5fd808b3ad
60587,Armenians,arbalester,Bengalis,imp_elite_skirm,3k,42,50,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,55.7,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.7051,46,368.571,516.0,0.0,0.0,0.0,0.0,884.571,42,50,1,,f094840bc64c498c,3c9bdb5fd808b3ad
63313,Armenians,arbalester,Berbers,arbalester,30v30,30,30,0.0,25.0,45.0,0.0,25.0,45.0,1,eliminated,46.6,0.175,7,0.0,618.75,1113.75,0.0,0.0,0.0,1732.5,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,30,30,1,,4980c652337054c0,3c9bdb5fd808b3ad
69489,Armenians,arbalester,Berbers,arbalester,3k,42,42,0.0,25.0,45.0,0.0,25.0,45.0,2,eliminated,56.022,0.0794,6,0.0,966.6667,1740.0,0.0,0.0,0.0,2706.6667,0.0603,5,0.0,986.6667,1776.0,0.0,0.0,0.0,2762.6667,42,42,3,15.857,899b022dc5190fc3,3c9bdb5fd808b3ad
62545,Armenians,arbalester,Berbers,champion,30v30,30,30,0.0,25.0,45.0,50.0,0.0,20.0,1,eliminated,78.433,0.3167,11,0.0,512.5,922.5,0.0,0.0,0.0,1435.0,0.0,0,1500.0,0.0,600.0,0.0,0.0,0.0,2100.0,30,30,1,,da5be2b1c49cffec,3c9bdb5fd808b3ad
66513,Armenians,arbalester,Berbers,champion,3k,42,42,0.0,25.0,45.0,50.0,0.0,20.0,2,eliminated,100.567,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.2126,22,1653.571,0.0,661.429,0.0,0.0,0.0,2315.0,42,42,1,,8436d32df7b1f995,3c9bdb5fd808b3ad
65073,Armenians,arbalester,Berbers,elite_camel_archer_berbers,30v30,30,30,0.0,25.0,45.0,0.0,50.0,60.0,2,eliminated,34.267,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.7466,28,0.0,380.068,456.081,0.0,0.0,0.0,836.149,30,30,1,,a0a69abb89e23843,3c9bdb5fd808b3ad
65393,Armenians,arbalester,Berbers,elite_camel_archer_berbers,3k,42,27,0.0,25.0,45.0,0.0,50.0,60.0,2,eliminated,44.467,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.5818,23,0.0,564.505,677.406,0.0,0.0,0.0,1241.911,42,27,1,,e331849687e8e6f8,3c9bdb5fd808b3ad
64625,Armenians,arbalester,Berbers,elite_genitour,30v30,30,30,0.0,25.0,45.0,40.0,35.0,0.0,2,eliminated,41.067,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.8222,30,213.333,186.667,0.0,0.0,0.0,0.0,400.0,30,30,1,,f11b5e24bda1dd73,3c9bdb5fd808b3ad
68561,Armenians,arbalester,Berbers,elite_genitour,3k,42,40,0.0,25.0,45.0,40.0,35.0,0.0,2,eliminated,53.8,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.8257,39,278.933,244.067,0.0,0.0,0.0,0.0,523.0,42,40,1,,763f2eaa4cc5c1dd,3c9bdb5fd808b3ad
62129,Armenians,arbalester,Berbers,halberdier,30v30,30,30,0.0,25.0,45.0,35.0,25.0,0.0,1,eliminated,30.967,0.9792,30,0.0,15.625,28.125,0.0,0.0,0.0,43.75,0.0,0,1050.0,750.0,0.0,0.0,0.0,0.0,1800.0,30,30,1,,4f5e91d08db5e4ff,3c9bdb5fd808b3ad
63089,Armenians,arbalester,Berbers,halberdier,3k,42,50,0.0,25.0,45.0,35.0,25.0,0.0,1,eliminated,39.0,0.9315,42,0.0,71.875,129.375,0.0,0.0,0.0,201.25,0.0,0,1750.0,1250.0,0.0,0.0,0.0,0.0,3000.0,42,50,1,,18ef014f6e21ed24,3c9bdb5fd808b3ad
64113,Armenians,arbalester,Berbers,hand_cannoneer,30v30,30,30,0.0,25.0,45.0,45.0,0.0,50.0,1,eliminated,43.6,0.2842,16,0.0,536.875,966.375,0.0,0.0,0.0,1503.25,0.0,0,1350.0,0.0,1500.0,0.0,0.0,0.0,2850.0,30,30,1,,b5a425d1634c8cbe,3c9bdb5fd808b3ad
65521,Armenians,arbalester,Berbers,hand_cannoneer,3k,42,31,0.0,25.0,45.0,45.0,0.0,50.0,1,eliminated,41.2,0.4863,24,0.0,539.375,970.875,0.0,0.0,0.0,1510.25,0.0,0,1395.0,0.0,1550.0,0.0,0.0,0.0,2945.0,42,31,1,,d958ff5a05f61490,3c9bdb5fd808b3ad
66865,Armenians,arbalester,Berbers,heavy_camel,30v30,30,30,0.0,25.0,45.0,44.0,0.0,48.0,2,eliminated,54.667,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.5883,30,543.431,0.0,592.834,0.0,0.0,0.0,1136.266,30,30,1,,c36df8f9b252730d,3c9bdb5fd808b3ad
67025,Armenians,arbalester,Berbers,heavy_camel,3k,42,32,0.0,25.0,45.0,44.0,0.0,48.0,2,eliminated,74.567,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.404,24,839.122,0.0,915.406,0.0,0.0,0.0,1754.528,42,32,1,,ecc5eec6b3f28453,3c9bdb5fd808b3ad
63793,Armenians,arbalester,Berbers,heavy_cav_archer,30v30,30,30,0.0,25.0,45.0,0.0,40.0,60.0,2,eliminated,41.733,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.6092,26,0.0,469.0,703.5,0.0,0.0,0.0,1172.5,30,30,1,,72a48dde89af710d,3c9bdb5fd808b3ad
64657,Armenians,arbalester,Berbers,heavy_cav_archer,3k,42,30,0.0,25.0,45.0,0.0,40.0,60.0,2,eliminated,57.733,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.2733,16,0.0,872.0,1308.0,0.0,0.0,0.0,2180.0,42,30,1,,028fa175915eba58,3c9bdb5fd808b3ad
56685,Armenians,arbalester,Berbers,heavy_scorpion,30v30,30,30,0.0,25.0,45.0,0.0,75.0,75.0,2,eliminated,31.133,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.8844,30,0.0,260.0,260.0,0.0,0.0,0.0,520.0,30,30,1,,be63113589d57a8f,3c9bdb5fd808b3ad
58445,Armenians,arbalester,Berbers,heavy_scorpion,3k,42,20,0.0,25.0,45.0,0.0,75.0,75.0,2,eliminated,57.6,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.6067,16,0.0,590.0,590.0,0.0,0.0,0.0,1180.0,42,20,1,,b0e9588af764a929,3c9bdb5fd808b3ad
63281,Armenians,arbalester,Berbers,hussar,30v30,30,30,0.0,25.0,45.0,64.0,0.0,0.0,2,eliminated,54.467,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.5765,29,813.137,0.0,0.0,0.0,0.0,0.0,813.137,30,30,1,,7b1381733f45708c,3c9bdb5fd808b3ad
65137,Armenians,arbalester,Berbers,hussar,3k,42,46,0.0,25.0,45.0,64.0,0.0,0.0,2,eliminated,74.333,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.4856,34,1514.442,0.0,0.0,0.0,0.0,0.0,1514.442,42,46,1,,27eeadce03a82144,3c9bdb5fd808b3ad
57677,Armenians,arbalester,Berbers,imp_elite_skirm,30v30,30,30,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,49.133,0.0,0,0.0,750.0,1350.0,0.0,0.0,0.0,2100.0,0.5714,28,321.429,450.0,0.0,0.0,0.0,0.0,771.429,30,30,1,,4a4c1fdf301972f5,3c9bdb5fd808b3ad
60589,Armenians,arbalester,Berbers,imp_elite_skirm,3k,42,50,0.0,25.0,45.0,25.0,35.0,0.0,2,eliminated,55.7,0.0,0,0.0,1050.0,1890.0,0.0,0.0,0.0,2940.0,0.7051,46,368.571,516.0,0.0,0.0,0.0,0.0,884.571,42,50,1,,f094840bc64c498c,3c9bdb5fd808b3ad
