Team1_Civ,Team1_Unit,Team1_Count,Team1_Remaining,Team1_HP,Team2_Civ,Team2_Unit,Team2_Count,Team2_Remaining,Team2_HP,Winner,Battle_Time
Aztecs,Arbalester,40,0,0,Hindustanis,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,19,730,Huns,Crossbowman,40,0,0,Team1,8.0
Aztecs,Arbalester,40,0,0,Incas,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,0,0,Italians,Arbalester,40,30,1175,Team2,7.0
Aztecs,Arbalester,40,0,0,Japanese,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,20,800,Jurchens,Crossbowman,40,0,0,Team1,10.1
Aztecs,Arbalester,40,0,0,Khitans,Crossbowman,40,9,315,Team2,14.1
Aztecs,Arbalester,40,0,0,Khmer,Arbalester,40,3,102,Team2,26.1
Aztecs,Arbalester,40,0,0,Koreans,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,0,0,Lithuanians,Crossbowman,40,9,315,Team2,14.1
Aztecs,Arbalester,40,0,0,Magyars,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,0,0,Malay,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,0,0,Malians,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,0,0,Mayans,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,0,0,Mongols,Arbalester,40,9,360,Team2,14.1
Aztecs,Arbalester,40,16,604,Persians,Crossbowman,40,0,0,Team1,12.1
Aztecs,Arbalester,40,0,0,Poles,Arbalester,40,9,360,Team2,14.1
Aztecs,Arbalester,40,0,0,Portuguese,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,25,1000,Romans,Crossbowman,40,0,0,Team1,10.1
Aztecs,Arbalester,40,0,0,Saracens,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,0,0,Shu,Arbalester,40,21,804,Team2,10.6
Aztecs,Arbalester,40,20,800,Sicilians,Arbalester,40,0,0,Team1,10.1
Aztecs,Arbalester,40,25,1000,Slavs,Crossbowman,40,0,0,Team1,10.1
Aztecs,Arbalester,40,0,0,Spanish,Crossbowman,40,9,315,Team2,14.1
Aztecs,Arbalester,40,0,0,Tatars,Crossbowman,40,9,315,Team2,14.1
Aztecs,Arbalester,40,25,1000,Teutons,Crossbowman,40,0,0,Team1,10.1
Aztecs,Arbalester,40,0,0,Turks,Crossbowman,40,9,315,Team2,14.1
Aztecs,Arbalester,40,0,0,Vietnamese,Arbalester,40,25,1191,Team2,8.8
Aztecs,Arbalester,40,0,0,Vikings,Arbalester,40,3,102,Team2,26.1
Aztecs,Arbalester,40,0,0,Wei,Crossbowman,40,9,315,Team2,14.1
Aztecs,Arbalester,40,20,800,Wu,Arbalester,40,0,0,Team1,10.1
Bengalis,Arbalester,40,21,840,Berbers,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,18,702,Bohemians,Arbalester,40,0,0,Team1,14.1
Bengalis,Arbalester,40,18,702,Britons,Arbalester,40,0,0,Team1,14.1
Bengalis,Arbalester,40,27,1080,Bulgarians,Crossbowman,40,0,0,Team1,6.0
Bengalis,Arbalester,40,33,1292,Burgundians,Crossbowman,40,0,0,Team1,6.0
Bengalis,Arbalester,40,33,1292,Burmese,Crossbowman,40,0,0,Team1,6.0
Bengalis,Arbalester,40,0,0,Byzantines,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,31,1204,Celts,Crossbowman,40,0,0,Team1,8.0
Bengalis,Arbalester,40,0,0,Chinese,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,25,988,Cumans,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,0,0,Dravidians,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,0,0,Ethiopians,Arbalester,40,17,653,Team2,11.7
Bengalis,Arbalester,40,34,1342,Franks,Crossbowman,40,0,0,Team1,6.0
Bengalis,Arbalester,40,33,1292,Georgians,Crossbowman,40,0,0,Team1,6.0
Bengalis,Arbalester,40,28,1120,Goths,Crossbowman,40,0,0,Team1,8.0
Bengalis,Arbalester,40,27,1080,Gurjaras,Crossbowman,40,0,0,Team1,6.0
Bengalis,Arbalester,40,0,0,Hindustanis,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,27,1080,Huns,Crossbowman,40,0,0,Team1,6.0
Bengalis,Arbalester,40,0,0,Incas,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,0,0,Italians,Arbalester,40,27,1045,Team2,10.6
Bengalis,Arbalester,40,0,0,Japanese,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,28,1120,Jurchens,Crossbowman,40,0,0,Team1,8.0
Bengalis,Arbalester,40,21,840,Khitans,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,18,702,Khmer,Arbalester,40,0,0,Team1,14.1
Bengalis,Arbalester,40,0,0,Koreans,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,21,840,Lithuanians,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,0,0,Magyars,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,0,0,Malay,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,0,0,Malians,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,0,0,Mayans,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,16,604,Mongols,Arbalester,40,0,0,Team1,12.1
Bengalis,Arbalester,40,25,988,Persians,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,16,604,Poles,Arbalester,40,0,0,Team1,12.1
Bengalis,Arbalester,40,0,0,Portuguese,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,31,1204,Romans,Crossbowman,40,0,0,Team1,8.0
Bengalis,Arbalester,40,0,0,Saracens,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,0,0,Shu,Arbalester,40,11,413,Team2,17.6
Bengalis,Arbalester,40,25,1000,Sicilians,Arbalester,40,0,0,Team1,10.1
Bengalis,Arbalester,40,31,1204,Slavs,Crossbowman,40,0,0,Team1,8.0
Bengalis,Arbalester,40,21,840,Spanish,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,21,840,Tatars,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,31,1204,Teutons,Crossbowman,40,0,0,Team1,8.0
Bengalis,Arbalester,40,21,840,Turks,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,0,0,Vietnamese,Arbalester,40,20,915,Team2,12.3
Bengalis,Arbalester,40,0,0,Vikings,Arbalester,40,3,102,Team2,26.1
Bengalis,Arbalester,40,21,840,Wei,Crossbowman,40,0,0,Team1,10.1
Bengalis,Arbalester,40,25,1000,Wu,Arbalester,40,0,0,Team1,10.1
Berbers,Crossbowman,40,0,0,Bohemians,Arbalester,40,16,626,Team2,14.1
Berbers,Crossbowman,40,0,0,Britons,Arbalester,40,16,626,Team2,14.1
Berbers,Crossbowman,40,25,875,Bulgarians,Crossbowman,40,0,0,Team1,8.8
Berbers,Crossbowman,40,25,875,Burgundians,Crossbowman,40,0,0,Team1,8.8
Berbers,Crossbowman,40,31,1071,Burmese,Crossbowman,40,0,0,Team1,5.3
Berbers,Crossbowman,40,0,0,Byzantines,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,23,799,Celts,Crossbowman,40,0,0,Team1,10.6
Berbers,Crossbowman,40,0,0,Chinese,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,23,799,Cumans,Crossbowman,40,0,0,Team1,10.6
Berbers,Crossbowman,40,0,0,Dravidians,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,0,0,Ethiopians,Arbalester,40,25,993,Team2,7.3
Berbers,Crossbowman,40,28,980,Franks,Crossbowman,40,0,0,Team1,7.0
Berbers,Crossbowman,40,25,875,Georgians,Crossbowman,40,0,0,Team1,8.8
Berbers,Crossbowman,40,18,616,Goths,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,25,875,Gurjaras,Crossbowman,40,0,0,Team1,8.8
Berbers,Crossbowman,40,0,0,Hindustanis,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,25,875,Huns,Crossbowman,40,0,0,Team1,8.8
Berbers,Crossbowman,40,0,0,Incas,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,0,0,Italians,Arbalester,40,32,1280,Team2,7.0
Berbers,Crossbowman,40,0,0,Japanese,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,18,616,Jurchens,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,18,616,Khitans,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,0,0,Khmer,Arbalester,40,16,626,Team2,14.1
Berbers,Crossbowman,40,0,0,Koreans,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,18,616,Lithuanians,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,0,0,Magyars,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,0,0,Malay,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,0,0,Malians,Arbalester,40,4,125,Team2,26.3
Berbers,Crossbowman,40,0,0,Mayans,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,20,700,Mongols,Arbalester,40,0,0,Team1,8.8
Berbers,Crossbowman,40,23,799,Persians,Crossbowman,40,0,0,Team1,10.6
Berbers,Crossbowman,40,20,700,Poles,Arbalester,40,0,0,Team1,8.8
Berbers,Crossbowman,40,0,0,Portuguese,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,23,799,Romans,Crossbowman,40,0,0,Team1,10.6
Berbers,Crossbowman,40,0,0,Saracens,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,0,0,Shu,Arbalester,40,16,633,Team2,12.3
Berbers,Crossbowman,40,20,700,Sicilians,Arbalester,40,0,0,Team1,8.8
Berbers,Crossbowman,40,23,799,Slavs,Crossbowman,40,0,0,Team1,10.6
Berbers,Crossbowman,40,18,616,Spanish,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,18,616,Tatars,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,23,799,Teutons,Crossbowman,40,0,0,Team1,10.6
Berbers,Crossbowman,40,18,616,Turks,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,0,0,Vietnamese,Arbalester,40,22,1028,Team2,8.8
Berbers,Crossbowman,40,0,0,Vikings,Arbalester,40,16,626,Team2,14.1
Berbers,Crossbowman,40,18,616,Wei,Crossbowman,40,0,0,Team1,12.3
Berbers,Crossbowman,40,20,700,Wu,Arbalester,40,0,0,Team1,8.8
Bohemians,Arbalester,40,18,702,Britons,Arbalester,40,0,0,Team1,14.1
Bohemians,Arbalester,40,27,1080,Bulgarians,Crossbowman,40,0,0,Team1,6.0
Bohemians,Arbalester,40,33,1292,Burgundians,Crossbowman,40,0,0,Team1,6.0
Bohemians,Arbalester,40,33,1292,Burmese,Crossbowman,40,0,0,Team1,6.0
Bohemians,Arbalester,40,0,0,Byzantines,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,31,1204,Celts,Crossbowman,40,0,0,Team1,8.0
Bohemians,Arbalester,40,0,0,Chinese,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,25,988,Cumans,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,0,0,Dravidians,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,0,0,Ethiopians,Arbalester,40,17,653,Team2,11.7
Bohemians,Arbalester,40,34,1342,Franks,Crossbowman,40,0,0,Team1,6.0
Bohemians,Arbalester,40,33,1292,Georgians,Crossbowman,40,0,0,Team1,6.0
Bohemians,Arbalester,40,28,1120,Goths,Crossbowman,40,0,0,Team1,8.0
Bohemians,Arbalester,40,27,1080,Gurjaras,Crossbowman,40,0,0,Team1,6.0
Bohemians,Arbalester,40,0,0,Hindustanis,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,27,1080,Huns,Crossbowman,40,0,0,Team1,6.0
Bohemians,Arbalester,40,0,0,Incas,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,0,0,Italians,Arbalester,40,27,1045,Team2,10.6
Bohemians,Arbalester,40,0,0,Japanese,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,28,1120,Jurchens,Crossbowman,40,0,0,Team1,8.0
Bohemians,Arbalester,40,21,840,Khitans,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,18,702,Khmer,Arbalester,40,0,0,Team1,14.1
Bohemians,Arbalester,40,0,0,Koreans,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,21,840,Lithuanians,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,0,0,Magyars,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,0,0,Malay,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,0,0,Malians,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,0,0,Mayans,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,16,604,Mongols,Arbalester,40,0,0,Team1,12.1
Bohemians,Arbalester,40,25,988,Persians,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,16,604,Poles,Arbalester,40,0,0,Team1,12.1
Bohemians,Arbalester,40,0,0,Portuguese,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,31,1204,Romans,Crossbowman,40,0,0,Team1,8.0
Bohemians,Arbalester,40,0,0,Saracens,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,0,0,Shu,Arbalester,40,11,413,Team2,17.6
Bohemians,Arbalester,40,25,1000,Sicilians,Arbalester,40,0,0,Team1,10.1
Bohemians,Arbalester,40,31,1204,Slavs,Crossbowman,40,0,0,Team1,8.0
Bohemians,Arbalester,40,21,840,Spanish,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,21,840,Tatars,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,31,1204,Teutons,Crossbowman,40,0,0,Team1,8.0
Bohemians,Arbalester,40,21,840,Turks,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,0,0,Vietnamese,Arbalester,40,20,915,Team2,12.3
Bohemians,Arbalester,40,0,0,Vikings,Arbalester,40,3,102,Team2,26.1
Bohemians,Arbalester,40,21,840,Wei,Crossbowman,40,0,0,Team1,10.1
Bohemians,Arbalester,40,25,1000,Wu,Arbalester,40,0,0,Team1,10.1
Britons,Arbalester,40,27,1080,Bulgarians,Crossbowman,40,0,0,Team1,6.0
Britons,Arbalester,40,33,1292,Burgundians,Crossbowman,40,0,0,Team1,6.0
Britons,Arbalester,40,33,1292,Burmese,Crossbowman,40,0,0,Team1,6.0
Britons,Arbalester,40,0,0,Byzantines,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,31,1204,Celts,Crossbowman,40,0,0,Team1,8.0
Britons,Arbalester,40,0,0,Chinese,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,25,988,Cumans,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,0,0,Dravidians,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,0,0,Ethiopians,Arbalester,40,17,653,Team2,11.7
Britons,Arbalester,40,34,1342,Franks,Crossbowman,40,0,0,Team1,6.0
Britons,Arbalester,40,33,1292,Georgians,Crossbowman,40,0,0,Team1,6.0
Britons,Arbalester,40,28,1120,Goths,Crossbowman,40,0,0,Team1,8.0
Britons,Arbalester,40,27,1080,Gurjaras,Crossbowman,40,0,0,Team1,6.0
Britons,Arbalester,40,0,0,Hindustanis,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,27,1080,Huns,Crossbowman,40,0,0,Team1,6.0
Britons,Arbalester,40,0,0,Incas,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,0,0,Italians,Arbalester,40,27,1045,Team2,10.6
Britons,Arbalester,40,0,0,Japanese,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,28,1120,Jurchens,Crossbowman,40,0,0,Team1,8.0
Britons,Arbalester,40,21,840,Khitans,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,18,702,Khmer,Arbalester,40,0,0,Team1,14.1
Britons,Arbalester,40,0,0,Koreans,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,21,840,Lithuanians,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,0,0,Magyars,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,0,0,Malay,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,0,0,Malians,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,0,0,Mayans,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,16,604,Mongols,Arbalester,40,0,0,Team1,12.1
Britons,Arbalester,40,25,988,Persians,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,16,604,Poles,Arbalester,40,0,0,Team1,12.1
Britons,Arbalester,40,0,0,Portuguese,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,31,1204,Romans,Crossbowman,40,0,0,Team1,8.0
Britons,Arbalester,40,0,0,Saracens,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,0,0,Shu,Arbalester,40,11,413,Team2,17.6
Britons,Arbalester,40,25,1000,Sicilians,Arbalester,40,0,0,Team1,10.1
Britons,Arbalester,40,31,1204,Slavs,Crossbowman,40,0,0,Team1,8.0
Britons,Arbalester,40,21,840,Spanish,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,21,840,Tatars,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,31,1204,Teutons,Crossbowman,40,0,0,Team1,8.0
Britons,Arbalester,40,21,840,Turks,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,0,0,Vietnamese,Arbalester,40,20,915,Team2,12.3
Britons,Arbalester,40,0,0,Vikings,Arbalester,40,3,102,Team2,26.1
Britons,Arbalester,40,21,840,Wei,Crossbowman,40,0,0,Team1,10.1
Britons,Arbalester,40,25,1000,Wu,Arbalester,40,0,0,Team1,10.1
Bulgarians,Crossbowman,40,20,700,Burgundians,Crossbowman,40,0,0,Team1,8.8
Bulgarians,Crossbowman,40,28,970,Burmese,Crossbowman,40,0,0,Team1,5.3
Bulgarians,Crossbowman,40,0,0,Byzantines,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,4,131,Celts,Crossbowman,40,0,0,Team1,22.8
Bulgarians,Crossbowman,40,0,0,Chinese,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Cumans,Crossbowman,40,3,91,Team2,22.8
Bulgarians,Crossbowman,40,0,0,Dravidians,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Ethiopians,Arbalester,40,30,1165,Team2,4.4
Bulgarians,Crossbowman,40,20,700,Franks,Crossbowman,40,0,0,Team1,8.8
Bulgarians,Crossbowman,40,20,700,Georgians,Crossbowman,40,0,0,Team1,8.8
Bulgarians,Crossbowman,40,4,130,Goths,Crossbowman,40,0,0,Team1,22.8
Bulgarians,Crossbowman,40,20,700,Gurjaras,Crossbowman,40,0,0,Team1,8.8
Bulgarians,Crossbowman,40,0,0,Hindustanis,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,20,700,Huns,Crossbowman,40,0,0,Team1,8.8
Bulgarians,Crossbowman,40,0,0,Incas,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Italians,Arbalester,40,34,1348,Team2,5.3
Bulgarians,Crossbowman,40,0,0,Japanese,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,4,130,Jurchens,Crossbowman,40,0,0,Team1,22.8
Bulgarians,Crossbowman,40,0,0,Khitans,Crossbowman,40,3,91,Team2,22.8
Bulgarians,Crossbowman,40,0,0,Khmer,Arbalester,40,23,920,Team2,8.0
Bulgarians,Crossbowman,40,0,0,Koreans,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Lithuanians,Crossbowman,40,3,91,Team2,22.8
Bulgarians,Crossbowman,40,0,0,Magyars,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Malay,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Malians,Arbalester,40,16,633,Team2,12.3
Bulgarians,Crossbowman,40,0,0,Mayans,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Mongols,Arbalester,40,2,60,Team2,19.3
Bulgarians,Crossbowman,40,0,0,Persians,Crossbowman,40,3,91,Team2,22.8
Bulgarians,Crossbowman,40,0,0,Poles,Arbalester,40,2,60,Team2,19.3
Bulgarians,Crossbowman,40,0,0,Portuguese,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,4,131,Romans,Crossbowman,40,0,0,Team1,22.8
Bulgarians,Crossbowman,40,0,0,Saracens,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,0,0,Shu,Arbalester,40,23,920,Team2,7.0
Bulgarians,Crossbowman,40,3,81,Sicilians,Arbalester,40,0,0,Team1,21.1
Bulgarians,Crossbowman,40,4,131,Slavs,Crossbowman,40,0,0,Team1,22.8
Bulgarians,Crossbowman,40,0,0,Spanish,Crossbowman,40,3,91,Team2,22.8
Bulgarians,Crossbowman,40,0,0,Tatars,Crossbowman,40,3,91,Team2,22.8
Bulgarians,Crossbowman,40,4,131,Teutons,Crossbowman,40,0,0,Team1,22.8
